roi_id,wafer,z_star,x,y,w,h,a,q_star,d,v,o,c,u_s,split,z_obs,R,mn_d,mn_v,mn_o,mn_c,m_bar,U_star
A_2_010,A,2,112.941003559041,13.333008088774667,0.8852625374553175,0.9925206243407879,3.936019441653553,1.0,137.389617333341,1703.7294102076714,69.58830494370486,0.6088601556642789,,train,2,0.40390258146902125,0.6725158352913674,0.05320648505179106,0.7797064813416033,0.6071873192818313,0.5281540302416483,0.7549083689022221
A_2_011,A,2,97.3841485288479,49.2849526311678,1.1233997100621398,0.43197764641790926,2.46576219658745,0.9862899439371883,93.26391626691493,3270.069210608086,2.61237539513854,0.047215641115174845,,train,2,0.11594761602991459,0.4395626227667678,0.11110183606405272,0.025842278825005924,0.029776336241621962,0.1515707684743621,0.5828875247984465
A_2_012,A,2,56.39472130338728,19.96962525012532,0.4384288515405565,0.6676981471902735,4.293798244254399,1.0,142.58177046641552,3803.9283055678843,13.931621512544478,0.592519175466111,,train,2,0.30100866725045294,0.6999268162624929,0.13083443794640584,0.15324886362200602,0.5903876155624073,0.393599433348328,0.6963377776292033
A_2_013,A,2,116.71001141232635,32.21337357818659,0.49578764541845655,0.9279099811307606,2.330291525972705,1.0,34.16238229699427,1537.7225200554174,67.86296414138242,0.9138057704629918,,val,2,0.4349748742720979,0.12754736021719765,0.04707050665593994,0.7602864796069653,0.9206933585174936,0.46389942624939906,0.7510011676859173
A_2_014,A,2,124.39001691662072,45.07197643005445,0.5528980175893289,1.197867013623199,2.896029710820841,1.0,33.32023037897256,12024.253435863493,15.395864370845375,0.7714638089361773,,val,2,0.2925861608253696,0.12310137998355603,0.4346756662237677,0.16973001262738416,0.7743555775831372,0.3754656591044613,0.690077601592647
A_2_015,A,2,125.39039572298685,138.29729866983905,0.5719147077232773,1.7556725757378524,2.988923684464515,0.9972469465908882,109.75522308609392,3510.357721142897,79.70677166630904,0.5672650091412709,,train,2,0.40237542907714413,0.5266253279342924,0.11998342590686338,0.8935973955542306,0.5644245150143791,0.5261576661024413,0.7519632968288108
A_2_016,A,2,103.55904394606107,146.46793037058998,1.1930934057351616,0.4547751734819552,3.0609071254231717,0.9919159954751002,136.66717975259417,2618.5398931609016,47.14310984589355,0.5268890820409903,,val,2,0.5215557256446408,0.6687018640406868,0.08701988493266907,0.5270690156611713,0.5229151560618586,0.4514264801740964,0.7681471501716364
A_2_017,A,2,77.94554390215325,120.42108656255154,0.7738538748521979,0.47687852185063645,3.6326308169472257,1.0,188.8714440658459,5311.062263197095,88.61381534190838,0.5565215457140424,,val,2,0.5821947011667504,0.9443043085423192,0.18654141128458976,0.9938528369127139,0.553379461394025,0.6695195045334119,0.8375006612833746
A_2_018,A,2,54.7899675623431,40.56572773843584,0.9956734956201324,0.3169451633427832,2.9461164647705385,0.9851673035430851,59.621550162196826,1018.0193373622503,25.877004866161634,0.9076889440507153,,train,2,0.28524937459577465,0.26195417527207626,0.027861138307821134,0.28770309152637114,0.9144048207319257,0.37298080645954856,0.6771695023345854
A_2_019,A,2,13.2521905796676,42.76282549507526,0.8239335326801903,1.16164492386475,4.143965217636107,0.9869110383378839,169.06639100873105,7012.931535301174,39.226576172336195,0.018252361224961766,,train,2,0.2919825750155985,0.8397473129054739,0.24944622852811502,0.4379625055352531,0.0,0.3817890117422105,0.6821513233079971
A_2_020,A,2,114.10111793801556,127.72126324008862,0.7863097627642136,0.47785551875266696,3.7657687755801668,0.9982519735922829,73.08441371644156,7560.5328613310085,89.1872764518662,0.29464205908103847,,val,2,0.43235177876745734,0.3330287925347109,0.2696867733812641,1.0,0.2841485014224435,0.4717160168346046,0.7505093296993977
A_2_021,A,2,147.84428679978126,136.11804830010567,0.775651654845333,0.36459332781817794,3.0288881249773683,0.9918210614158336,123.656192883315,4641.017814028513,12.767548313245474,0.0854920535602468,,val,2,0.31843957015643076,0.6000128434458362,0.1617751003164871,0.14014634873381554,0.06912724302454437,0.24276538388017083,0.6650288950136884
A_2_022,A,2,60.49142558343768,41.157191514180006,0.25817046022497,0.29660364208599344,4.452129788240722,0.9957188000334578,157.91348500531694,3973.098268180513,0.4269626229924406,0.06608132483176332,,train,2,0.18516673839536293,0.780867675422342,0.1370873304309648,0.0012438228162864199,0.049171616883268175,0.24209261138821536,0.6276937811258803
A_2_023,A,2,118.8556645416741,38.90878450078507,0.5802907093767192,1.012103666062299,4.920064606678094,1.0,197.75854522771064,10918.827923864847,43.61781451570412,0.9589868121848948,,val,2,0.5482746341176172,0.9912220620431855,0.3938167172149318,0.4873891788803822,0.9671427211296585,0.7098926698170395,0.8356367634329109
A_2_024,A,2,3.934225027886118,63.55058012836021,0.8687154025119016,0.33340446899503895,2.0877309563559336,0.9951831876865341,150.42800184974342,1923.2610018728474,83.10445112798824,0.8277248557738056,,train,2,0.49071806873292473,0.7413494965323434,0.061320853692929306,0.931840820245014,0.8321959828926527,0.6416767883407348,0.8004510633927024
A_2_025,A,2,94.76651303222155,93.44866879281088,0.7585862706565961,0.5767759467015995,3.5022048456443153,1.0,170.40740874852904,1111.8276302909373,52.032669015086924,0.5256910991971699,,val,2,0.422055774522978,0.8468269599816336,0.03132849835675752,0.5821046627747929,0.5216835434784598,0.49548591614791093,0.7536285386226398
A_2_026,A,2,34.79359029559799,98.71193198305991,1.1451250510116824,0.49818736822972537,3.8655266816897043,1.0,122.76029135862267,16043.402878817944,42.95160985150595,0.8006294625307652,,train,2,0.47085255284340555,0.5952831024278161,0.5832322359483572,0.4798905468901474,0.8043399685578823,0.6156864634560507,0.7930147436233851
A_2_027,A,2,101.63508854795771,118.69957165875132,1.4965324532096294,0.27798690190887926,2.908962526158668,0.9996982467860746,94.36100967704779,632.9345801525292,17.90875383801812,0.3488963455073748,,train,2,0.19064947930889742,0.44535451792431513,0.013627561926483556,0.19801446387652835,0.3399258126007174,0.24923058908201112,0.6333158611172838
A_2_028,A,2,52.29711333109216,90.90552880924255,0.19134228936206546,0.41361053444028484,4.006211263009079,0.9942073104092088,16.756998502971353,2768.4538604082713,79.57988504934897,0.8702807389986719,,val,2,0.6920314438942559,0.03565896021336639,0.0925610336369339,0.8921691917360922,0.875946493634739,0.47408391980528286,0.8254057685931491
A_2_029,A,2,74.68183795986668,15.646757150539797,0.554667818142364,0.7431191098849353,1.896066793956882,1.0,113.30906784833772,2528.4969867754567,8.827214550858583,0.9331669384549617,,val,2,0.33503830023247394,0.5453871727134187,0.08369170182066689,0.09579494384174855,0.9405980326547009,0.41636796275763377,0.7112343059316079
A_2_030,A,2,72.19624586514641,118.11395419583594,0.5062508728214004,0.6092421030876979,3.7363443625927646,0.9903394724527812,136.3850048650648,25609.56907579571,78.15064831509004,0.37689573421742184,,train,2,0.5446576079679053,0.667212175606167,0.9368186989074664,0.8760820628505088,0.36871119933697427,0.7122060341752791,0.8269611261021685
A_2_031,A,2,8.397265572528873,132.5573321864252,0.5044640435941595,1.1711750375100476,2.926473639532896,0.9967213045658301,66.80737701844463,3013.248456165262,15.247190206210178,0.659015799514345,,train,2,0.23486621038304192,0.2998903759522313,0.1016091782627888,0.16805657365739923,0.65875093090854,0.3070767646952398,0.6565219337734938
A_2_032,A,2,52.04848070459887,68.74688472653057,0.3355907194829189,0.9767864939474942,2.9895817771461033,0.993814418557788,104.64147364420234,1170.3443899771037,5.1815994968769195,0.9305514926197441,,val,2,0.3240411024732005,0.4996282642787776,0.03349140601017009,0.054760818539172314,0.9379091661000016,0.3814474137320304,0.6964111026904921
A_2_033,A,2,76.21380799983181,48.98586786772637,0.3794578914957624,0.8981250511050668,3.6866711378719796,0.9921779434775125,58.11019804531555,6311.017453594393,6.732207391057505,0.2931508321614832,,train,2,0.15914134368161348,0.2539752803792033,0.22350194611220825,0.07221407064692764,0.2826154128241374,0.20807667749061914,0.61076660405775
A_2_034,A,2,6.336232323022978,123.11385170697832,1.7580853854640723,0.44741219015485256,1.5507777657705142,0.9874148957259651,199.20600313328305,2130.9044712204222,82.86075047743279,0.7822844174755097,,val,2,0.6992622696870384,0.9988636396487088,0.06899581128527835,0.9290977870714237,0.7854799419309404,0.6956092949840877,0.8669427338917783
A_2_035,A,2,113.98682347475173,33.17398567735533,1.4030868899780338,0.5920638088937052,3.153355983868496,0.9939760937721382,96.36361426910105,16382.33806453524,62.32394877156935,0.15260472368363331,,val,2,0.5721689980395013,0.4559268864501555,0.5957600230495294,0.6979407169928996,0.13812389807334907,0.47193788114148333,0.7890325174309243
A_2_036,A,2,94.09739365160551,98.6335147405436,0.8124877299381753,1.3523333010135459,2.0642581660788064,0.9977133394251914,195.57549032079928,2533.59141641136,13.864777256091667,0.9909468981695123,,train,2,0.42373961432194446,0.9796970405388918,0.08388000310235716,0.15249648149870795,0.9999999897192803,0.5540183787148093,0.7644324878088917
A_2_037,A,2,85.87573332399315,28.222188087940093,1.0955072915780342,0.5084681125518032,2.4616756610134884,0.980111167117206,87.52313839572831,6812.961251225764,88.97821083055882,0.08570694379760968,,val,2,0.32920002944736704,0.4092552822563052,0.24205488867605485,0.997954380800252,0.06934816565440582,0.4296531793467545,0.6980528312435411
A_2_038,A,2,78.56720892950364,103.71140159855209,0.9728229782632699,0.43329846382549964,2.6721635003441278,0.984264104889717,35.24043922493758,11651.792419545967,34.86100477370033,0.6083744981352824,,val,2,0.6438311342772332,0.13323875590223708,0.42090869096554184,0.38882473285864616,0.606688028388794,0.3874150520288048,0.7853554148215887
A_2_039,A,2,133.0930262986795,99.77408610397389,1.026472744293471,0.6098439560858109,3.5944695729318425,0.9967917884633161,108.37107878898283,3274.1194070558918,38.01780422374108,0.2449747920875207,,val,2,0.39120152110450623,0.5193180024342571,0.11125154019910335,0.4243568727774231,0.2330869763532081,0.32200334794099794,0.7063817472692571
A_2_040,A,2,66.64064925150855,102.23831278160223,0.4734852341178284,0.7597771065060833,1.6400873427455418,0.9975553050227367,159.08430914534048,5749.792602756238,70.32393223231661,0.6790155992753071,,train,2,0.4697851469132075,0.7870488178887076,0.20275784593179214,0.7879865169158258,0.6793121644672002,0.6142763363008814,0.7904670149761872
A_2_041,A,2,141.04709722777704,40.20125335953046,0.6134383533082872,0.6039276148131981,1.7761594818689057,1.0,146.56593036608098,30171.135352584883,76.46606596244058,0.025478788587776857,,val,2,0.6339286645173161,0.720960427636544,1.0,0.8571208279648811,0.007429287421744989,0.6463776357557925,0.8482563478931522
A_2_042,A,2,5.886500431399211,139.728082741677,0.29573138612040206,1.2659168725141314,1.7734620136960473,0.9817500265364276,14.435899609162384,10820.426325203838,82.91922320485139,0.4620372471365236,,train,2,0.3441071418688552,0.023405161841163254,0.3901795785217885,0.9297559413713566,0.45624280233253967,0.449895871016712,0.7077021280171674
A_2_043,A,2,122.52458547825805,128.01562860623935,0.3321652953175494,1.1426851247929593,3.3062441994493086,1.0,74.8737107026664,4457.3296918955275,59.3482373736021,0.0001597186555303276,,val,2,0.22400825844045255,0.34247504428885717,0.15498558484548025,0.6644468586012598,0.0,0.2904768719338993,0.6520065394008796
A_2_044,A,2,56.832245186096394,95.2607860910253,0.5723644321454384,1.1145793784388243,3.241764229162339,1.0,10.002523637987775,18920.77840984786,30.848435567405257,0.9486460544212767,,train,2,0.38044104915689525,0.0,0.689586340160281,0.34366026399445787,0.9565116779146012,0.497439570517335,0.7415463439712257
A_2_045,A,2,113.28894003306864,56.291733103892476,0.1771215686607196,0.3503886192212157,2.866062406674737,1.0,127.13056447098519,264.2453459625196,26.807665865085767,0.03585496912981989,,train,2,0.17873416181642166,0.6183551247760196,0.0,0.2981783774461954,0.01809674780243379,0.23365756250616218,0.6267262172961952
A_2_046,A,2,115.72148958176811,104.69754297788732,0.9268997045023922,0.6653077158703392,2.8002596671825573,0.9949902833374615,70.38951095435374,4895.611617391313,12.201886310425298,0.5712886951699973,,val,2,0.2967451496709206,0.3188015680216155,0.17118544512638592,0.13377939962949958,0.568561153840376,0.29808189165446924,0.6720098168244087
A_2_047,A,2,29.361569230586287,46.13353124195493,0.5634707856064669,0.3287710801332527,1.4443353313745013,1.0,14.566375641856357,3660.9444123229896,70.54500814609233,0.9814816178398809,,train,2,0.3690992547994906,0.024093985140033226,0.12554943996167944,0.7904748917477616,0.9902690003152952,0.4825968292911924,0.7350879471762691
A_2_048,A,2,136.46340155364203,69.04678741437051,0.9912411488508018,0.2772557002806127,3.4420966257230567,0.9784976468496036,42.757281184571525,4652.789330332297,55.08467011115851,0.8739549878988767,,val,2,0.4174475810550889,0.17292248760998713,0.16221020135151148,0.6164572188031704,0.8797238859432972,0.45782844842699155,0.7284847195586902
A_2_049,A,2,53.107600388863716,111.67363331429108,0.5218968933929675,0.8660909679676356,4.669242671047402,0.9926084340596879,151.84447546238647,17514.53729476296,6.480759335153911,0.12680384587714844,,val,2,0.3582905417494001,0.7488274984801151,0.6376085873477035,0.06938383462906607,0.11159873877485071,0.39185466480793385,0.7078917306771436
A_2_050,A,2,42.234153204467965,33.20575941614855,0.7165300066795267,0.3965421963181338,3.7965553159491794,0.9924024490216014,62.44577717211002,7890.8061165792815,60.13673299349729,0.08613330247086537,,val,2,0.46827257289843893,0.276864142455773,0.2818943965532431,0.6733219668033652,0.06978649305594721,0.32546674971708217,0.7269245047843322
A_2_051,A,2,21.488029288512,146.32842057743386,1.1295446907789064,1.022025084454727,3.593504255688093,1.0,134.13373414695337,2731.390596208546,40.43551448455406,0.4626911167828991,,val,2,0.4991035708394351,0.655327021753152,0.09119109418321207,0.4515700108401406,0.4569150273886269,0.4137507885412829,0.7599150571279769
A_2_052,A,2,145.11445655819122,22.347440066966133,0.6410784431344532,0.29368608675822777,2.685657278895949,0.9974482987985779,193.70124715504355,6742.667304112545,50.45482320519651,0.1655344800226648,,val,2,0.37832944462294904,0.9698023316512573,0.23945667037047594,0.564344827544665,0.1514166181565928,0.48125511193074777,0.7356986824638043
A_2_053,A,2,121.80282825360757,76.17384616995052,0.3205703421244104,0.4011520415209923,2.8271962802856816,1.0,127.48403971492314,6132.33024064641,45.418323721161066,0.9174179433231809,,val,2,0.4343571310925666,0.6202212298266635,0.21689727520211477,0.5076552572378515,0.9244069321892446,0.5672951736139686,0.7721032044835869
A_2_054,A,2,70.99760383314857,61.91148784183709,0.4090451834635205,0.6461015867276406,3.779080743782473,1.0,35.7600972653521,6456.3485810548245,62.92662890969621,0.8700404578724595,,val,2,0.47446156951353896,0.13598219129256808,0.22887370301653928,0.7047243329093036,0.8756994673437342,0.4863199236405363,0.7674631610153485
A_2_055,A,2,68.10149386968007,28.872771410356957,0.7142278274180569,0.1225855738305124,2.492134470835812,1.0,22.139934708586928,8646.01955192002,77.2875398519751,0.6554434761831543,,train,2,0.3623829906146561,0.06407714398398612,0.3098087398630733,0.8663671312681162,0.6550783254206074,0.47383283513394575,0.7312687161825622
A_2_056,A,2,109.91510932133913,124.83474281831077,1.0293945595844325,0.5990689659045376,4.130612765406214,1.0,60.83106190143362,2780.3473064121035,73.36548292517926,0.4676609855697076,,train,2,0.3146353641176722,0.268339561530694,0.09300064146083087,0.8222214458364621,0.4620244101875949,0.4113965147538955,0.704089891684633
A_2_057,A,2,62.38337975638393,139.5306295264965,0.7011419854470666,0.6681901271170666,2.851019350318766,0.9930564280327058,76.80037175716103,2015.652050066504,6.6801794111416,0.12892875122330505,,val,2,0.3081873101113121,0.3526464834103548,0.06473582927115003,0.07162845680248801,0.11378329440213517,0.150698515971532,0.6439795741634627
A_1_000,A,1,47.70231868127043,30.844621879600126,0.3560361925528885,1.0534435487083846,2.620723291134945,0.9798652312590678,,,,,0.3676094288964199,train,1,4.8349189455620944e-05,,,,,0.0,0.29756332249776046
A_1_001,A,1,88.93379374729108,115.30092641043555,0.6979102136110557,0.7887656710193129,2.9117297340580355,1.0,,,,,0.11505931637673716,train,1,8.588568744016811e-05,,,,,0.0,0.21529652643809005
A_1_002,A,1,77.25503960296203,63.588511567327295,0.9039088696303772,0.9629014472974257,3.921503202319658,1.0,,,,,0.9738518842033441,train,1,0.00029540597461164,,,,,0.0,0.5159367812635539
A_1_003,A,1,22.173128814052767,19.489707530468557,0.44986862178164283,0.5915560343306114,2.226622079307745,0.9750346472357905,,,,,0.6041209291238561,train,1,0.00018839530821423978,,,,,0.0,0.3768497638077419
A_1_004,A,1,106.13803843900322,65.93180147567178,1.2578339247028125,0.7009163116483775,2.8993973548919443,1.0,,,,,0.6940768172152458,train,1,0.0002981955767609179,,,,,0.0,0.4180163446983643
A_1_005,A,1,22.9107319947992,11.702062464634421,0.18055376182076863,0.30793743056627654,2.7571802297719348,1.0,,,,,0.9108476666399062,train,1,0.0003295276255812496,,,,,0.0,0.49389554161164156
A_1_006,A,1,7.288877635827445,148.46715690899808,0.2925655669730203,0.6275817582333734,2.769060108359909,0.9558851734422033,,,,,0.9628387736396202,train,1,0.00015938207798171788,,,,,0.0,0.4894527684900475
A_1_007,A,1,77.69780509512125,141.17218461149946,1.2594633177954415,1.53757817216098,2.798759834077544,0.9891823148352195,,,,,0.2014050928272133,train,1,0.0004619164392352104,,,,,0.0,0.2429732055477991
A_1_008,A,1,3.1288167218932736,20.029831718780102,0.5425876210171893,0.403759239744079,2.1010864552575077,1.0,,,,,0.2698985088942195,train,1,3.0054756280151196e-05,,,,,0.0,0.26947349453986086
A_1_009,A,1,38.403953184493936,31.239082059267364,0.27654140859996024,1.162900523871597,3.5658979215638493,0.9915879393469905,,,,,0.0453537742451986,train,1,3.277320138295181e-05,,,,,0.0,0.18927792807998264
A_1_010,A,1,99.68846929813618,60.303512077277986,0.31795852131363117,0.3011910355966226,4.72685170337174,1.0,,,,,0.8108479986873435,train,1,4.036413520225324e-05,,,,,0.0,0.4588089087811308
A_1_011,A,1,54.63763468633035,42.11795854797525,0.49913765569258717,1.0166999467806561,4.233767939540695,0.9582033932192152,,,,,0.005139964377983031,train,1,0.000132264249259606,,,,,0.0,0.16944741058689855
A_1_012,A,1,145.6716912447583,16.302442634277664,1.3153067936386957,0.5391173707375547,3.186170297654945,1.0,,,,,0.04645564992593365,train,1,0.0002768442500382662,,,,,0.0,0.19134253074908825
A_1_013,A,1,0.7461505315173089,113.7294580823748,0.6004511707477066,0.7114887053903037,3.4264511445127126,0.9867675580521956,,,,,0.8598700164661449,train,1,0.0004236525855958462,,,,,0.0,0.4697818793840491
A_1_014,A,1,88.60452370564279,133.82291949076222,1.0707708792273039,0.3289337654816058,2.573984450323473,1.0,,,,,0.5094506927384094,train,1,0.0003537786833476275,,,,,0.0,0.3534138760634476
A_1_015,A,1,11.675422779302231,61.43254958161596,0.5860292211106634,0.4096961823838728,3.1456349064152667,1.0,,,,,0.36965123532387245,train,1,1.675467319728341e-05,,,,,0.0,0.30438295876531457
A_1_016,A,1,143.60411286479743,68.3639180073348,0.2707053758609348,0.5582842735748449,3.8915599274356074,0.9811241477281378,,,,,0.24104372498395554,train,1,0.0001679653360042721,,,,,0.0,0.25451900104059927
A_1_017,A,1,54.173246269449166,106.67616110296312,0.4360279453286267,0.47387737351924203,3.3880714081615033,0.9743147433831243,,,,,0.2821889331296368,train,1,7.134192128432915e-05,,,,,0.0,0.2667552262264812
A_1_018,A,1,25.483223872758344,58.29125429556047,0.42104027344362654,0.5649607353674755,4.410258195425246,0.9937449480119716,,,,,0.027761118500414184,train,1,0.00017859757645055652,,,,,0.0,0.1836142249752244
A_1_019,A,1,81.18968989652532,21.901471607359273,1.4814564807825612,0.34483308616539127,3.210052463008557,0.985637469882976,,,,,0.8134992388834652,train,1,0.0002319322229595855,,,,,0.0,0.4531905036040363
A_1_020,A,1,124.39333886661692,75.10586060368149,0.5987136890764918,0.46664745848138217,2.4376560277283215,0.9764560797967025,,,,,0.1609733878145726,train,1,0.00010725758329499513,,,,,0.0,0.22592543878617086
A_1_021,A,1,33.76729305269632,119.21235233431358,0.3942991263547585,0.5968026047816909,4.41531705359024,0.9948930372840127,,,,,0.32358225373411287,train,1,0.00012194233568152413,,,,,0.0,0.28681808332897624
A_1_022,A,1,33.132753566248894,108.67705353836826,1.1032121014018248,0.8353951535061652,3.4606060769499396,1.0,,,,,0.7874318612628576,train,1,0.00010861007467610762,,,,,0.0,0.45063373446440297
A_1_023,A,1,73.22733703950824,40.56587082750892,0.3451568799777459,1.118116458740122,3.4026604436008454,1.0,,,,,0.6824935160502658,train,1,3.6393917980603874e-05,,,,,0.0,0.4138836487929871
A_1_024,A,1,147.88199006574385,8.692632709003961,0.6631984848019031,0.7678664354036543,2.262377743997714,0.9675226668936423,,,,,0.47146026224762116,train,1,0.0002275535516673699,,,,,0.0,0.3290344872646065
A_1_025,A,1,42.11678067025307,40.347952062894855,0.6866690450497785,0.907658333301224,2.8985969529478823,0.9421367574038921,,,,,0.618228431102905,train,1,0.0003004226600751281,,,,,0.0,0.3688183496098906
A_1_026,A,1,94.38408045020954,81.81894631540835,0.3320719838141686,0.7256178356140203,1.642952300205084,0.9746399618128438,,,,,0.687535599043649,train,1,0.0002884204441215843,,,,,0.0,0.4051812096433465
A_1_027,A,1,64.53896823273328,27.56224419040822,0.8263893979637845,1.0087847164623565,2.688191126404094,0.9977650947705753,,,,,0.6402911489286944,train,1,3.097971421084367e-05,,,,,0.0,0.3982192203401561
A_1_028,A,1,89.8563774150537,26.766023127768857,0.9469469069205477,0.9175474763392997,1.3531810475312342,1.0,,,,,0.36044053293548006,train,1,0.00010423695493955165,,,,,0.0,0.30118545761389987
A_1_029,A,1,105.39416678046074,11.754164697977204,0.3007858124335013,0.7984244903680868,4.38492821048997,1.0,,,,,0.604090078381179,train,1,0.00035459932405501604,,,,,0.0,0.3865379072306292
A_1_030,A,1,15.631479813923477,36.23055006116752,0.18902921244055065,0.47941096865770527,1.8985248474861365,0.9826170061036295,,,,,0.5633167044769475,train,1,0.0001570953318150714,,,,,0.0,0.3657378862059768
A_1_031,A,1,5.4460807106830265,121.87864538058705,1.2455210665401377,1.5633465880591537,3.3813445327862874,0.96284339415205,,,,,0.624845917807186,train,1,0.0003220160724595189,,,,,0.0,0.37916067680429555
A_1_032,A,1,35.190472952930556,112.31909524105089,0.7665106688193182,0.887260611018954,1.227548408198072,1.0,,,,,0.7003087321166712,train,1,0.00011734444706235081,,,,,0.0,0.42014325957495363
A_1_033,A,1,133.5357153450593,119.16457121732506,1.4800831138855441,1.4249820255458738,2.947016565690554,0.9880866655787341,,,,,0.2797228061578234,train,1,0.00019798932771664113,,,,,0.0,0.26971048684865523
A_1_034,A,1,127.0668229921361,102.9257313145056,1.320973103585027,1.1484029603197985,2.917676271589284,0.9918026879438316,,,,,0.8785783994059125,train,1,0.00014560444105882198,,,,,0.0,0.47859053998803675
A_1_035,A,1,83.32394727793677,12.697167649252194,0.3926058211798135,0.3281831607251741,1.5539663891425548,0.9666085012092571,,,,,0.9357657558258151,train,1,0.0002239176246803254,,,,,0.0,0.4858031170681046
A_1_036,A,1,67.1754108556499,44.54521852461859,0.27889014866607764,0.5366646538071776,3.752985047424254,0.9717483540603887,,,,,0.18681745517764503,train,1,1.4104401770964614e-06,,,,,0.0,0.23359521724096363
A_1_037,A,1,114.45988659568488,97.50492501932274,1.3765468979978126,0.7172293133724037,3.229940826388536,1.0,,,,,0.05607201309384224,train,1,3.570587796275504e-05,,,,,0.0,0.1946359163462336
A_1_038,A,1,111.89234248361701,51.00661859232341,0.9419028074238073,0.5900748645180484,2.0477556929945306,1.0,,,,,0.18285585206123733,train,1,0.00013422482879832387,,,,,0.0,0.23903981567007254
A_1_039,A,1,85.70580733648987,96.3480724771441,0.7816000727976977,0.9197686709350815,3.437098674508625,0.9564797950002343,,,,,0.7055698155325744,train,1,0.00033946713665500283,,,,,0.0,0.4036835175438566
A_1_040,A,1,10.212408502740539,94.00270777442728,0.544848709397121,0.3408535141368918,1.7367477060946177,1.0,,,,,0.4079864242916106,train,1,0.00015123740013223141,,,,,0.0,0.31784061972210337
A_1_041,A,1,79.91888497534578,39.83145309151509,0.3995426083589712,1.020264076610254,3.807018705623906,1.0,,,,,0.9337537537978089,train,1,0.00025413770345039666,,,,,0.0,0.5018900551402682
A_1_042,A,1,0.6616267154044397,101.18937668732737,0.8361948665189939,0.5922050905612919,3.1123722449913234,1.0,,,,,0.6372612075578232,train,1,5.8938490838045254e-05,,,,,0.0,0.3980591041924895
A_1_043,A,1,82.989600381316,106.36790820374773,0.8090004352883265,1.7129870587456906,2.37906319882104,0.9968662012658605,,,,,0.4960630005723423,train,1,0.0003434134414419532,,,,,0.0,0.347632240036559
