roi_id,wafer,z_star,Direct_error,Predictive entropy,Inverse margin,Direct-U head,DINOv2 anomaly,Conventional KD,Privileged student,Multimodal teacher
A_2_041,A,2,1,2.679727217818828,2.2390873262599267,0.8629070215020895,0.9756193182533446,3.6173320683149432,8.717519466640663,9.788130073330196
A_2_042,A,2,0,0.5686802169778833,3.062761520972196,2.475241569412072,1.9073103226602095,2.811781133676133,4.156578946037421,4.052766250870092
A_2_043,A,2,0,2.19517528797126,0.951393285139838,2.7966281608148718,0.2372271534078034,4.172282543755985,3.898497875851265,4.004713969908385
A_2_044,A,2,1,4.298529277176922,3.6612310185106822,3.0140441020951934,3.082157094350059,4.5032479805681325,8.378051112443623,9.332562643712478
A_2_045,A,2,0,0.1660691523393971,2.0538526732672526,1.0802824641534932,3.0054592723095936,2.5679889546811925,3.955817364927421,3.741760363838109
A_2_046,A,2,0,3.174228360026998,2.313575409708735,3.1980949252420805,1.897131523018592,2.0808176211166742,4.751556987220096,3.3156248921539944
A_2_047,A,2,1,2.7491925321207265,3.939089703350297,1.764667811494151,-0.7601021163661388,5.073116652596344,8.556802320143925,8.885614142201764
A_2_048,A,2,0,1.2981620073659732,4.2348728733668,1.0651235457593815,0.3241885614482942,4.130191563565957,4.298753629049963,4.163651053585292
A_2_049,A,2,0,4.600520682928028,2.5841961143919563,1.591522476820043,2.8303877215482163,4.408927318320256,4.472738544903969,4.227916859041192
A_2_050,A,2,0,3.05282464010589,2.527270273534115,2.0912994932792754,3.784788111984809,3.3324937319116565,4.602541480068019,4.290849932903953
A_2_051,A,2,0,0.6008888723684709,1.363028841969354,2.914091428064456,1.9908991906328208,4.128499431594537,4.077775899869986,4.560702077972832
A_2_052,A,2,0,2.193145285964329,2.9936649124246117,2.823831825688345,3.171465216195946,2.3466332190333223,4.627997687758102,4.268819601257842
A_2_053,A,2,0,2.820861979587732,2.125971027299427,2.177500728941509,0.8589918194669972,3.3802060618202003,4.095476976105581,4.133877181962922
A_2_054,A,2,0,1.8640223433115637,3.2575542649000564,3.1329055556789727,1.3811597939287794,2.6600085439828023,4.513624664742325,4.193105761115571
A_2_055,A,2,0,2.953637833994008,2.349268027474112,2.2814895733986478,1.641754480420801,3.4284022113459853,3.8312654586323225,4.806673628920009
A_2_056,A,2,0,2.0168533498132306,4.220289516806199,3.0959839038004664,2.163652997780459,3.907670739325147,4.332533415752632,4.923481932263075
A_2_057,A,2,1,3.43405945104291,1.2415584420439782,1.1461312051908064,-0.5137704473795133,5.453750325879079,8.12063314311161,9.292627216398254
A_1_000,A,1,0,1.79815323957019,-0.294003349783038,-0.6241739927171244,1.3106855099324473,-0.721716369884399,-0.2373929790537354,0.5313947620397014
A_1_001,A,1,1,-0.344577813757066,1.8906267024367427,2.075720446616535,1.583325268849335,2.5376480460060327,3.728475385181815,3.307733055354001
A_1_002,A,1,0,0.2539232629870113,-0.3556571796237478,-0.4400824461260035,-1.3107796814189765,-0.3029497890501255,-0.1523955996864689,-0.2864709082626938
A_1_003,A,1,1,-0.0791344706730189,0.130243057651552,0.9984807995246128,-1.770125028860244,0.5762262508566662,4.273548006718386,4.616912175909132
A_1_004,A,1,0,0.1590855140322885,-0.2578832311044901,0.8518972479845681,0.5807829531161671,-0.0098479696061852,-0.166793947462581,0.3531111908401937
A_1_005,A,1,1,-0.983993159812675,-0.4822211033613854,0.8120491593455366,-0.8844817193879274,0.2236465068529187,4.171203875474563,4.082258762868226
A_1_006,A,1,0,-0.7241269956283415,0.1370511410506498,0.4965105261512166,-2.839237741694569,0.1024901903208867,0.8737346456546269,0.800102138406395
A_1_007,A,1,0,-0.2452449660056208,2.580639712783469,2.342626545178143,1.147038956234872,0.3688676407980731,0.3439606880490039,0.3627698290974431
A_1_008,A,1,1,1.6234548401255098,2.168666018745661,-1.2296015084996994,0.1272589123414797,1.2952172113025775,3.144000199365694,4.527305415329577
A_1_009,A,1,1,1.931527509317665,-0.2001258924611705,2.1838736347228287,-0.6671414085000782,1.913074664496324,3.994509393593177,4.857947335096871
A_1_010,A,1,0,-1.6544097406053186,-0.8969937191835542,3.2451723427935653,2.781834200410726,-0.1374212280006773,0.7034296557248283,0.091023001375368
A_1_011,A,1,0,-0.993302957483812,-0.4169481182422523,0.973584560566066,0.2896624770622223,0.0855076992064501,-0.0678866580191093,-0.2268875167383946
A_1_012,A,1,0,0.8086292782167772,1.0624118899529242,0.9310252045205822,-0.8262376637169199,-1.143464719685904,0.6278406072082553,0.3401312765641794
A_1_013,A,1,0,-2.490524730218118,-0.8472428180833129,1.6763707956230252,0.2570768482141016,0.147545508453137,0.4503084451109229,-0.0087271692680782
A_1_014,A,1,0,-0.5789623311904587,-0.7065882092933266,2.7788545405680187,-1.1637770230854472,-0.6007618236518429,0.3775006194247529,-0.4085299505645191
A_1_015,A,1,1,0.3783913429123887,1.8912098708840093,0.1119510508809971,-1.0276875361642115,1.0665800504079868,3.783062904903492,4.475758511259539
A_1_016,A,1,1,2.071268721608525,1.8815621151832496,1.3876893335552258,0.4303073350251721,1.4150804624394682,3.760788319309076,4.836033313824448
A_1_017,A,1,0,0.8617548757134446,-0.3615401509828344,0.7637834751258225,-0.5308172729131424,0.3361919573738807,0.1546762081613356,-0.118046366049756
A_1_018,A,1,0,-0.4090167752777473,-1.1623250094987274,1.5093812768397985,-0.4410644412773822,-1.304359482438826,0.1376674252449599,0.7194682313905348
A_1_019,A,1,0,-0.4607198676249489,-1.6119135228815082,1.1091866964295125,2.216818159139645,-1.2176381105327394,0.4038216459283191,-0.2942660573008021
A_1_020,A,1,0,-0.3127442506474062,-0.7206490757065389,1.6096531157508802,1.2011420940811213,-0.1535165642146835,0.3344846662458619,0.964512069676305
A_1_021,A,1,0,1.9044117505702003,-2.3203927265291124,0.528367318078457,1.1468575168455115,0.5398785312476181,0.0492962390540092,0.6684400704269586
A_1_022,A,1,0,-0.535031178216084,0.7998805033208997,0.9990021555685208,0.7861601323787499,0.4064837142017787,0.150807147212831,-0.2576500492563945
A_1_023,A,1,1,0.1203995145440882,0.3160156601861531,0.6296576195928161,0.5603477421171238,2.2690549498715766,4.246991838125848,4.98948988191179
A_1_024,A,1,0,0.4407363341065817,0.5180168345556887,0.2857094963239538,1.9460480978305132,1.2065489434881451,-0.6930991387344997,0.699170819312722
A_1_025,A,1,0,-0.1509630563580689,1.9897948763650108,0.8084601593270886,0.1316750062982692,0.5841833062024351,-0.1260324672392895,0.2507972885448846
A_1_026,A,1,1,0.2533947150428468,2.195280361374022,1.1579900949206157,2.246662393893754,1.437656546115193,3.528997712024205,4.2414872990159385
A_1_027,A,1,1,-0.8925839289388202,-0.2517426178491166,0.1275162577639714,-1.2753541609624393,0.5510567164442319,3.766522440993464,4.755243794114432
A_1_028,A,1,0,-0.0144018350481852,0.9283938797970274,2.520058379308776,-0.1874322216585581,-0.6914278366548605,0.0094809152230704,1.0966407901952264
A_1_029,A,1,0,-0.554476528718024,1.231644032626495,0.8149159097804308,-1.5914571442513876,-0.2835182859016916,0.0203958697970466,-0.4669568461214223
A_1_030,A,1,1,1.9576597202377783,0.1893314502538603,-0.0837007629135495,-0.4837046861066648,1.719386792662512,3.5771465236312565,5.131589786441156
A_1_031,A,1,1,1.3163606283764548,-0.0379163563112761,2.401534592620892,0.5741438670216606,1.6398068548692104,4.260412668829252,4.777041733332825
A_1_032,A,1,0,-0.0301795162624152,-0.1034057034833345,0.2017171795888435,1.9376001889757477,0.1006903474359428,0.2516497948458677,0.1057587495262269
A_1_033,A,1,0,0.8354762790841798,-1.6737195611597,1.4582813347446644,-0.713609511081549,-0.0487144359322491,-0.744451225546109,-0.0603961329075894
A_1_034,A,1,1,0.0751630603585632,2.510341359781312,1.2829830233900412,-0.0612300819717674,2.000200468217182,3.958383222572756,4.662716062441176
A_1_035,A,1,1,1.815157948033684,-1.5601341628112428,1.5506162270489572,-0.5180173600521284,1.6390738459241116,3.3835520321406616,5.267330268860103
A_1_036,A,1,1,0.4932505491604667,-0.1986870794510983,1.4710210861814694,-0.9963285118249876,1.7070126098916467,4.779655673602185,5.046628331817636
A_1_037,A,1,0,0.7292279427255173,-0.2704737948941377,0.3748322227973779,-1.3615850623031849,0.3624500604666613,-0.1072056112227498,-0.2803621297595704
A_1_038,A,1,0,-1.613616556654359,-0.2171500409751459,0.9909462871721412,0.2184092664713964,-0.3291833931403339,0.0023206876650624,0.9659938649171398
A_1_039,A,1,1,0.9333500610980372,1.1464424107951774,3.333092053718528,-2.221057192553107,0.6118362232029403,4.047759094673127,4.288902181736651
A_1_040,A,1,0,-2.110255146708177,0.2979409399092765,-1.28760584483325,0.2640188241320203,0.5191383953159618,0.0240906316111422,0.4710319593744241
A_1_041,A,1,0,-2.5441611811749154,-0.203711047517217,1.0159571066827042,0.1673530550386994,0.4865445350864162,0.1639783142131702,0.3399221865579526
A_1_042,A,1,0,-0.3805960971392965,1.207331035686167,1.3849814726124916,-0.6949870716993967,-0.0826205478806625,0.9041046407199256,0.7198990598608432
A_1_043,A,1,0,-1.124909509498244,-2.228925334923169,-0.1022715168012282,-1.1287901759956842,-0.2337012201376422,0.2779271609604593,0.3829737969991327
A_1_044,A,1,0,0.2050659946402782,0.0278810047708015,-0.420348045159953,-1.5742766132440948,2.0988754202683317,0.6781928535676753,0.8150925817672727
A_1_045,A,1,1,3.305945783107562,0.2141749934872236,3.458915912338294,2.268137765298958,0.8126268158817243,4.502325492113151,4.779822289258139
A_1_046,A,1,1,-0.5396539767651021,1.093890197388743,0.9284962658071876,-1.76796289925987,1.2340918765149032,3.3638299911592378,5.121575587445519
A_1_047,A,1,0,-0.7799294830548824,0.2351450968118407,3.028995161602741,2.053822483374153,0.2890720392600421,0.8832019704081768,0.2235109916801049
A_1_048,A,1,0,0.2567549325808736,-0.9512423537704864,1.485763310296226,0.8625618829324808,-0.9063841237043756,0.4082668466897949,1.066805392363114
A_1_049,A,1,0,0.6162666142654454,-0.6561470276907483,1.0261410603621126,-0.3213273730130629,0.2170482463582061,0.6388487460153476,-0.0958207977095456
A_1_050,A,1,0,-0.2205075823821977,0.8451360022151344,1.4259705120484445,-1.3205061690506894,1.6297665239319503,-0.3067023448484087,0.7115350939411959
A_1_051,A,1,0,-0.2574129128165205,0.3839287252794196,1.5850054454560667,1.4379561574667503,0.9134665414690424,0.5742265489504654,0.4327972705845921
A_1_052,A,1,0,0.8780786939006803,-0.7072497672099414,2.1296552233771,2.2760861783729185,0.6154146501675907,0.2786557465319211,0.1887894046639127
A_1_053,A,1,0,0.649884546292373,2.155427025366337,1.385815845496967,-1.0404474748976766,0.6077298118327651,-0.1377799362137147,-0.0735872454845714
A_1_054,A,1,0,-1.292094790092111,2.439509497387184,1.0946106274501854,-0.2436855744158427,0.2046614499340636,1.2842619346783637,0.3973549746193324
A_1_055,A,1,0,-0.0989766482698022,-1.5046203604822863,1.126287516933779,1.476460190844312,0.9884949853329744,0.5711260955201081,-0.2899974413686585
A_1_056,A,1,0,0.0441085608268426,0.331322828230728,2.3019133220789785,0.5486054398642886,-0.024730021896324,0.0193557355535987,-0.4244044429712592
A_1_057,A,1,1,-0.818105777561388,3.6069495546035775,2.116968242152096,2.4449619895743244,1.1306360240654476,4.108718176542332,5.200666062266779
A_1_058,A,1,0,0.3247988758429542,0.8464114091630632,-0.0520215533226031,-0.5660448648013289,0.2300076671852287,0.674219774165293,-0.4103938551589627
A_1_059,A,1,0,-1.0724455964706798,0.2503512621923038,0.314371202740704,0.8143402347301478,0.8927945619956671,0.738577160683878,0.8801675831381112
A_1_060,A,1,1,1.7150833848963034,0.7518731980548831,1.630748824077375,-1.6229942162625075,1.7621932444681934,4.283200468898835,4.733213096501211
A_1_061,A,1,0,0.2409323907563405,-0.5476724323310529,0.3270786747003228,2.761027798802816,0.705684376360251,0.8032957891373044,0.3719027223998045
A_1_062,A,1,0,0.1116331072113128,-0.2079962566116613,0.5735129806020379,-0.7826376530821947,-1.609924608974879,0.8808801827016718,0.233720471024856
A_1_063,A,1,1,-0.2387854410703425,0.3931743074688485,0.3440804182809963,-2.8170784056242124,2.499859548228316,3.385152556793807,5.058360441019822
A_1_064,A,1,1,0.3517377201528824,1.7513295781932152,1.0383571404781933,-0.2188534231599762,3.4662146724809366,3.739377467390035,4.718799569357926
A_1_065,A,1,1,-1.9971828661338185,0.5447439945920034,1.723627640155081,-0.2486776165556163,2.585889762649222,3.455166860814268,4.6090305916631085
A_1_066,A,1,0,-1.414259338153823,-0.4488706024904025,1.9451616163876044,2.5231413609425544,-0.1626230046817463,0.1874188313368505,0.1346484038453063
A_1_067,A,1,0,0.4535497489859429,-1.250497932448401,0.9592309482937188,-0.2999829792854103,-0.6240936351125442,0.8373568667770331,0.6353758022914259
A_1_068,A,1,0,-2.660708802277681,-0.023496484666347,3.024850029610901,0.1413410866883233,0.400136131390873,0.5935808099190132,0.8580773368430968
A_1_069,A,1,1,1.5582606518514543,0.0288315582722445,1.223586612611201,0.6771172206573725,0.6317077784174727,3.4459852246843745,5.401355280739653
A_1_070,A,1,0,-2.182620594217386,-0.1772578847035237,4.143423156327079,2.1078979388109027,0.7169399803913618,-0.0241172582568851,0.3361429849218753
A_1_071,A,1,1,1.4459231283303344,2.068310905598426,2.3016520891003807,-0.1302278675343618,1.0510194113425553,4.543878341489872,4.812160936461403
A_1_072,A,1,0,-1.0568712910991551,0.4004164681099945,1.446722431822454,1.4317380419514785,0.9313454769894264,-0.1099900076302184,-0.5437051046629892
A_0_000,A,0,0,0.9737388554280766,0.5385868922043844,-0.4990336440576174,0.6648564004355908,1.1923170283899285,0.0392752669983529,0.4182747624001365
A_0_001,A,0,0,0.1636890094809997,0.3766914500986367,-2.8244940202379314,-0.3647021577465667,-1.7162301058113758,0.187388545099451,0.4431292524251376
A_0_002,A,0,0,-1.921043675364361,0.0733020291033367,-0.15513161264867,0.1192780772933862,0.293531358829272,-0.8002422687519772,-0.0244428841890879
A_0_003,A,0,0,1.5614359369480684,-0.12280777833004,0.1782182943626417,0.0576160763212728,-0.5499915713570782,0.4977770393033321,0.5171075908795362
A_0_004,A,0,0,1.8021339444032645,-0.3141056186029952,1.922453204955028,-1.1268489784594062,-1.1619493168109558,0.2629756676630111,0.7142547317718789
A_0_005,A,0,0,-0.0822561325002588,0.8075019060824691,-1.3797495510250428,1.537959036673111,-0.4830252909660934,0.3881242974066847,0.1914881829233023
A_0_006,A,0,0,-0.3423953402154004,-1.132455112219498,1.905886363319834,-1.7200319407688864,-0.1621070476116201,-0.4253595455715834,0.5758186840740801
A_0_007,A,0,0,-0.1998337074632954,1.4130866567046148,-0.2512444055874169,1.4746170355241126,0.8999459196970786,-0.3260451459649861,0.2314085873777651
A_0_008,A,0,0,-1.2189404034734328,0.0405003022366551,0.7240568785054531,1.202460834240917,-1.2743228307000949,-0.2459515841629564,-0.6944301440624352
A_0_009,A,0,0,1.3732334496961471,-0.7804503232715391,-2.5398464155294698,-0.1049413989304219,0.915931046422691,0.186448256781691,-0.1157337967212877
A_0_010,A,0,1,-0.1786149146627335,0.4469349977304997,0.4890303815094152,-1.1357286728971474,3.1075069979903525,3.940019153907398,4.565821916667368
A_0_011,A,0,0,-0.0639880158645957,-0.6998645123612199,-0.3437320539310781,-0.2610805393047837,0.5517265415746101,0.1726869314178171,0.3934134159163601
A_0_012,A,0,0,-0.9916205040038044,0.177807691132014,0.682429410154782,0.6101500567991363,0.5024135308743011,0.9921762700869404,-0.2485480581607073
A_0_013,A,0,0,-0.7825913746502465,-0.7457054917622135,0.0912252877567726,0.9448824591059348,0.0207095953067444,0.735008216014845,-0.074660810483065
A_0_014,A,0,0,-1.597156439563963,1.2075016477421276,-1.1422396214121535,0.3751764824631946,-0.965728644391694,-0.2751357612706325,-0.3076507036746489
A_0_015,A,0,1,2.071336642142991,0.1324194698335156,1.2969876372890283,1.046451244332967,1.817164876491257,3.5115125319427363,4.65168285681544
A_0_016,A,0,0,-0.1926094665075164,-2.383557686972508,0.6946287393015882,-0.6916125351095872,0.3367847214139457,0.8911767668801287,0.0943957313720846
A_0_017,A,0,0,1.207402023411011,-0.7581154060120573,0.5967681961293292,0.312086520825296,0.6595860186488091,-0.0635886376330648,0.5768841837910602
A_0_018,A,0,0,0.0166557461415747,-2.1054936981035204,1.0089153621274212,-1.9535251958645747,2.197328431970177,0.7305011986285537,0.4312187497863284
A_0_019,A,0,0,-0.8680044096286177,-0.035824180650586,1.1009674412509844,0.966609548448158,0.6427662488266594,0.8636539799168621,0.1750329634341055
A_0_020,A,0,0,-0.4083565750028152,1.1224385657367693,-0.0218116689059076,0.2121156918332671,0.4031456814154139,-0.1682703124161058,0.2566686545746512
A_0_021,A,0,0,-0.7002888131286245,0.6825532382525025,-1.357657472768547,-0.514656825521318,1.3372634150584828,-0.1030942407825868,0.1100143109502429
A_0_022,A,0,0,0.009948873981142,-1.396579173960681,-1.3849622721488932,1.467707635866908,-1.1118744254438044,0.1224238427335597,0.1720816240506472
A_0_023,A,0,0,-0.4690835495961946,-0.791404384422869,1.349751233985494,0.8823350084426949,-0.9354425718491216,-0.3412077362214353,0.8292376328892537
A_0_024,A,0,0,-0.3749021449272479,1.87886945241068,0.7104474391610888,-3.497884322048763,-0.2737085590812447,-0.3771935383666376,-0.9598038052874897
A_0_025,A,0,0,-1.723218355169892,0.3409614663451485,0.1020293475429932,0.0629030346823967,-0.5305919294207305,-0.1318759977461581,0.0273851403610633
A_0_026,A,0,0,-1.0085574095264007,0.0159789563421058,-0.434648255199576,-1.7954713377570448,0.6364606735052206,0.541237755633651,0.3035870391805867
A_0_027,A,0,0,2.0675719360005376,1.115533669776393,0.0315570979402652,1.3466608041317591,-0.2431531122807033,-0.1539346825193888,0.6164504419241332
A_0_028,A,0,0,-0.8390415203146466,2.586244281103851,0.0247942100604592,3.1330757274353904,1.52240816245328,0.0046336857622009,-0.3382323619203791
A_0_029,A,0,0,-1.317617234529366,1.3684925491747002,-0.3367587062578119,-0.6339856729622304,1.3207427378740964,-0.1588048261871861,0.2687563813438088
A_0_030,A,0,0,0.4216579157187886,0.1487914654826532,-0.699024926854259,0.0980348365745023,0.6641821818091989,-0.6507696760523738,0.4490063555271983
A_0_031,A,0,0,1.759090249445665,0.3784192723172278,2.164316852488214,-0.30179859231942,-0.304106265549777,0.8061580925595714,-0.0997745904516676
A_0_032,A,0,0,-1.8175303781015104,0.6739862540522323,0.2285599383522624,0.4906213370734891,0.6286178703057896,-0.9266453098257216,-0.5376982447346481
A_0_033,A,0,0,-0.2606523103140883,-0.6347080886559482,-0.6058046077226102,0.8229369348703688,0.7239017729029015,-0.2394086211718253,-0.032351848157641
A_0_034,A,0,0,-0.7900656924186347,-1.104023542601095,-1.3020616358897394,1.624256228179812,-0.8760582836545393,0.3580499044372957,-0.4217183539694936
A_0_035,A,0,0,-2.2012743429092536,0.0647287536508023,-0.7256936696932805,-1.2149622361483254,0.335091636102693,-0.6010064320647216,0.433854161182697
A_0_036,A,0,0,0.9186583865729894,-0.9903124151168796,0.719726480783968,1.9730622664183013,0.617234221480271,0.3507070107446726,-0.301335657974502
A_0_037,A,0,0,-0.0293048981935558,-0.0600287476173822,0.7583837185183369,-1.155378735315634,0.2020213197891565,0.6767248361485126,0.8855283084747847
A_0_038,A,0,0,0.0893023053657566,0.111029257570683,-0.2183535451383475,0.3665610053704756,1.3758438749028776,-0.3289744844154879,0.2094780223121009
A_0_039,A,0,0,-0.9403893405569864,2.466489156692516,0.0517106938975545,1.4650207369017223,1.0656384258209135,0.1898551935107158,-0.2353210067886798
A_0_040,A,0,0,0.5684802037461457,-0.889868535015164,-0.3050524701467615,0.8989663417459597,-0.6868091819937827,-0.5117213080647793,-0.1512882301580746
A_0_041,A,0,0,-0.6741216868591513,-0.1206365807501807,-1.1078362996359743,-1.1587350805968366,0.1347771792295513,0.3285348340981733,-0.3771098930648084
A_0_042,A,0,0,-0.1786290106209508,-0.1693845110359916,1.30168623948677,-0.871137474975119,-0.6976630151518671,0.0822058619138838,0.2444688713207581
A_0_043,A,0,0,-1.3853259902268913,0.4636711750705557,0.3726353102977346,-0.5689233983610806,0.5106030153583745,0.158011085437044,0.7551889249561026
A_0_044,A,0,0,-1.520128450260244,1.1050572356959671,2.476355253029807,-0.0519682263410566,-0.7130892235148398,0.7468172713900519,0.0036955942171994
A_0_045,A,0,0,1.6694148191250282,-0.4889552033088837,-0.756170287341241,1.4857965071966288,0.8890244743766313,0.479802537841657,0.7374707233200403
A_0_046,A,0,0,-0.633880880673094,-0.8547747893407867,-0.1375333683631336,-1.5994746123382515,0.3605027167920512,0.7515131278582278,-0.3052599785259342
A_0_047,A,0,0,0.3646004454447524,-1.7203347493428405,0.8829702184540933,0.5881996755367231,0.8348549875377173,0.3484935249033692,0.1998631840111943
A_0_048,A,0,0,-0.0422380434592154,-0.9699243816806143,-0.2450947275666858,0.7676462201408374,-0.1129605644961937,-0.5667974626929099,1.099955107383786
A_0_049,A,0,0,-0.5514315034527302,0.5707291958767713,-1.38769502789613,0.7127935418398345,-1.207983938461192,0.2076004567999301,-0.5156930592651573
B_2_000,B,2,1,1.965048787078476,3.388069053915326,1.601130378101169,2.013162238074412,6.111518544525094,8.315698889384558,9.630777164691777
B_2_001,B,2,0,2.8876032393069826,1.3101752020431332,2.300750065640744,3.500659445039095,3.0588403545279808,3.424312559962423,4.853044984797268
B_2_002,B,2,1,2.2226654943326127,2.9483714269452115,2.8933673289072086,2.039314983716417,5.779295661561623,8.734438741616662,8.226247599933805
B_2_003,B,2,1,2.410695439785885,3.3782892129946878,2.4553946734124965,2.5116842913297743,4.996625457760524,8.150879766896594,8.486884057450041
B_2_004,B,2,1,2.6277769464931,3.876340791767364,3.5534851228619164,2.149388958315184,5.212737122364056,8.321018455548733,8.71766910239478
B_2_005,B,2,0,3.570635400315002,1.7714094583750155,3.192765542052941,3.880338098621301,4.833180862589295,3.8616800977300696,4.959805533997297
