roi_id,wafer,z_true,direct_label,p_normal,p_surface,p_subsurface
A_2_038,A,2,1,0.1308295426587861,0.6434726997406062,0.2256977576006076
A_2_039,A,2,2,0.1006161570038275,0.2196581324932237,0.6797257105029487
A_2_040,A,2,2,0.1664327855011703,0.1015071505373414,0.7320600639614883
A_2_041,A,2,1,0.0613515734501304,0.4737881939524467,0.4648602325974228
A_2_042,A,2,2,0.1582265203345551,0.2135076414755168,0.6282658381899281
A_2_043,A,2,2,0.123989123564011,0.1498777764879671,0.7261330999480218
A_2_044,A,2,1,0.0752673210418637,0.5709539103695944,0.3537787685885418
A_2_045,A,2,2,0.1572361371119838,0.159550246659683,0.6832136162283331
A_2_046,A,2,2,0.246274196637911,0.1222538598167353,0.6314719435453536
A_2_047,A,2,1,0.0369439527842708,0.8170493521591812,0.1460066950565479
A_2_048,A,2,2,0.0257984684638399,0.025050377508268,0.949151154027892
A_2_049,A,2,2,0.0780594777571629,0.074734875605058,0.8472056466377791
A_2_050,A,2,2,0.1940609483208246,0.1358862302723286,0.6700528214068467
A_2_051,A,2,2,0.2414,0.0364,0.7223
A_2_052,A,2,2,0.0984898935559822,0.0630576066547338,0.8384524997892839
A_2_053,A,2,2,0.1934,0.195,0.6116
A_2_054,A,2,2,0.1176494467975573,0.1051352789915061,0.7772152742109365
A_2_055,A,2,2,0.214620865765421,0.2337643939424076,0.5516147402921713
A_2_056,A,2,2,0.1211043733191053,0.1074525259959314,0.7714431006849632
A_2_057,A,2,0,0.4955,0.5021,0.0024
A_1_000,A,1,1,0.0542280740165244,0.8433862750938186,0.1023856508896569
A_1_001,A,1,2,0.1147472199006843,0.2369126163100781,0.6483401637892375
A_1_002,A,1,1,0.0311067562096475,0.89881061328019,0.0700826305101624
A_1_003,A,1,2,0.0379,0.1939,0.7682
A_1_004,A,1,1,0.1562508296860246,0.6669508693465651,0.1767983009674102
A_1_005,A,1,0,0.638,0.3424,0.0196
A_1_006,A,1,1,0.1437,0.8549,0.0014
A_1_007,A,1,1,0.097611679887983,0.7171655894861597,0.1852227306258572
A_1_008,A,1,2,0.0804437321060217,0.4865413080248743,0.4330149598691039
A_1_009,A,1,2,0.0182,0.1429,0.8389
A_1_010,A,1,1,0.1277472571988706,0.8032524984796323,0.069000244321497
A_1_011,A,1,1,0.2044544700038728,0.4905443692171083,0.3050011607790189
A_1_012,A,1,1,0.0514468080296257,0.9246273135646814,0.0239258784056928
A_1_013,A,1,1,0.4726,0.4836,0.0437
A_1_014,A,1,1,0.097611679887983,0.7171655894861597,0.1852227306258572
A_1_015,A,1,2,0.0554156963457879,0.4342245623134222,0.5103597413407898
A_1_016,A,1,2,0.0634150449474048,0.1192117456399662,0.8173732094126289
A_1_017,A,1,1,0.2625,0.5008,0.2367
A_1_018,A,1,1,0.1890078966866289,0.7248109163295404,0.0861811869838306
A_1_019,A,1,1,0.4726,0.4836,0.0437
A_1_020,A,1,1,0.1105573853200894,0.7174094184192648,0.1720331962606457
A_1_021,A,1,1,0.0993,0.8194,0.0813
A_1_022,A,1,1,0.0311067562096475,0.89881061328019,0.0700826305101624
A_1_023,A,1,0,0.5835,0.3956,0.0208
A_1_024,A,1,1,0.1479842945173292,0.6865456552472887,0.165470050235382
A_1_025,A,1,1,0.171,0.7023,0.1267
A_1_026,A,1,2,0.0441163169103,0.2261695543979389,0.729714128691761
A_1_027,A,1,2,0.1789956308998635,0.2895576808439134,0.531446688256223
A_1_028,A,1,1,0.0485,0.8129,0.1385
A_1_029,A,1,1,0.2508042332089746,0.4978213727766037,0.2513743940144216
A_1_030,A,1,2,0.1505,0.4439,0.4056
A_1_031,A,1,0,0.8628731644292372,0.0484847390429936,0.0886420965277691
A_1_032,A,1,1,0.2307113542405154,0.4935318756784034,0.2757567700810812
A_1_033,A,1,1,0.0514468080296257,0.9246273135646814,0.0239258784056928
A_1_034,A,1,2,0.0594,0.4206,0.5199
A_1_035,A,1,2,0.162,0.4045,0.4335
A_1_036,A,1,0,0.448,0.3321,0.2199
A_1_037,A,1,1,0.0311067562096475,0.89881061328019,0.0700826305101624
A_1_038,A,1,1,0.1562508296860246,0.6669508693465651,0.1767983009674102
A_1_039,A,1,2,0.1227,0.1994,0.6779
A_1_040,A,1,1,0.1123,0.6731,0.2146
A_1_041,A,1,1,0.0515,0.8107,0.1378
A_1_042,A,1,1,0.3555,0.6147,0.0298
A_1_043,A,1,1,0.0325,0.8057,0.1618
A_1_044,A,1,1,0.171,0.7023,0.1267
A_1_045,A,1,0,0.631,0.0797,0.2893
A_1_046,A,1,2,0.0468,0.2659,0.6873
A_1_047,A,1,1,0.1304,0.8396,0.03
A_1_048,A,1,1,0.1946,0.6915,0.1139
A_1_049,A,1,1,0.2224177981540789,0.5914278376916728,0.1861543641542482
A_1_050,A,1,1,0.1123,0.6731,0.2146
A_1_051,A,1,1,0.0325,0.8057,0.1618
A_1_052,A,1,1,0.2292,0.6732,0.0976
A_1_053,A,1,1,0.2118646395127934,0.631007120029489,0.1571282404577175
A_1_054,A,1,1,0.1100828122502125,0.6408286359262125,0.2490885518235749
A_1_055,A,1,1,0.2625,0.5008,0.2367
A_1_056,A,1,1,0.075545999224661,0.8129080748137205,0.1115459259616184
A_1_057,A,1,0,0.5628432185246157,0.1454244780501097,0.2917323034252745
A_1_058,A,1,1,0.2685,0.601,0.1305
A_1_059,A,1,1,0.0181,0.8434,0.1385
A_1_060,A,1,2,0.0246078052766659,0.1523514351835229,0.823040759539811
A_1_061,A,1,1,0.0515,0.8107,0.1378
A_1_062,A,1,1,0.0579,0.9361,0.006
A_1_063,A,1,2,0.0926673261913278,0.2076069175844261,0.699725756224246
A_1_064,A,1,2,0.0592,0.2141,0.7267
A_1_065,A,1,2,0.0887763509504122,0.1459296230104936,0.7652940260390941
A_1_066,A,1,1,0.1531884723408572,0.5940090193596799,0.2528025082994629
A_1_067,A,1,1,0.2307113542405154,0.4935318756784034,0.2757567700810812
A_1_068,A,1,1,0.2101,0.7896,0.0004
A_1_069,A,1,2,0.0774590544586,0.1957914230139685,0.7267495225274314
A_1_070,A,1,1,0.2951,0.624,0.0809
A_1_071,A,1,2,0.1906247306193823,0.2979760206076741,0.5113992487729436
A_1_072,A,1,1,0.1009731410293893,0.736005164632646,0.1630216943379646
A_0_000,A,0,0,0.8663582255514275,0.0896566390023152,0.0439851354462572
A_0_001,A,0,0,0.703493989902416,0.168286814851136,0.128219195246448
A_0_002,A,0,0,0.7863,0.0511,0.1627
A_0_003,A,0,0,0.913607626232362,0.0426790155007608,0.0437133582668771
A_0_004,A,0,0,0.859,0.1174,0.0236
A_0_005,A,0,0,0.6960010098751628,0.0977129915648331,0.206285998560004
A_0_006,A,0,0,0.8946,0.012,0.0935
A_0_007,A,0,0,0.8105418199545648,0.0960445478660052,0.0934136321794299
A_0_008,A,0,0,0.7140377696093502,0.1132708818546566,0.1726913485359931
A_0_009,A,0,0,0.7178631382380488,0.1449739789229048,0.1371628828390463
A_0_010,A,0,1,0.1869787896937008,0.5887651102324754,0.2242561000738238
A_0_011,A,0,0,0.8225317126398508,0.099294718102929,0.0781735692572201
A_0_012,A,0,0,0.8754,0.0477,0.0769
A_0_013,A,0,0,0.7293183635695747,0.1182806331165201,0.1524010033139051
A_0_014,A,0,0,0.8538498100746528,0.05366381823834,0.0924863716870071
A_0_015,A,0,1,0.0563094529263024,0.8855257390847716,0.0581648079889259
A_0_016,A,0,0,0.9622,0.0114,0.0264
A_0_017,A,0,0,0.7206354598596039,0.1893709571157738,0.0899935830246223
A_0_018,A,0,0,0.7436002605253437,0.1750580601045507,0.0813416793701056
A_0_019,A,0,0,0.7704925673312685,0.0968699650543906,0.1326374676143408
A_0_020,A,0,0,0.9461,0.0149,0.039
A_0_021,A,0,0,0.7456729196843648,0.086576982357476,0.1677500979581591
A_0_022,A,0,0,0.9573393989846368,0.0232690561226356,0.0193915448927274
A_0_023,A,0,0,0.8701,0.0628,0.0671
A_0_024,A,0,0,0.7561604740750497,0.1239491930745419,0.1198903328504083
A_0_025,A,0,0,0.7706,0.2121,0.0173
A_0_026,A,0,0,0.6696,0.2969,0.0335
A_0_027,A,0,0,0.7209773532239405,0.0944043004051503,0.1846183463709091
A_0_028,A,0,0,0.7877424753871191,0.102056013081241,0.1102015115316398
A_0_029,A,0,0,0.8048877966432214,0.1337486335790182,0.0613635697777604
A_0_030,A,0,0,0.7456729196843648,0.086576982357476,0.1677500979581591
A_0_031,A,0,0,0.8946,0.012,0.0935
A_0_032,A,0,0,0.8197,0.1719,0.0085
A_0_033,A,0,0,0.8663582255514275,0.0896566390023152,0.0439851354462572
A_0_034,A,0,0,0.6778354225684099,0.1376793609837683,0.1844852164478218
A_0_035,A,0,0,0.8705572655457277,0.0669611661032465,0.0624815683510258
A_0_036,A,0,0,0.9257210934483832,0.0288643544627051,0.0454145520889116
A_0_037,A,0,0,0.6913,0.1122,0.1965
A_0_038,A,0,0,0.6789322166151754,0.2211276641917712,0.0999401191930533
A_0_039,A,0,0,0.8071008266412959,0.0939403980499803,0.0989587753087237
A_0_040,A,0,0,0.8163046905579927,0.1050027008977781,0.0786926085442291
A_0_041,A,0,0,0.6685721950034802,0.2102384924582115,0.1211893125383082
A_0_042,A,0,0,0.8231327309677098,0.08825992109338,0.0886073479389101
A_0_043,A,0,0,0.7407999717662381,0.1719132623036334,0.0872867659301284
A_0_044,A,0,0,0.8946,0.012,0.0935
A_0_045,A,0,0,0.8197,0.1719,0.0085
A_0_046,A,0,0,0.8370164245824361,0.0737744050734563,0.0892091703441075
A_0_047,A,0,0,0.7907570801862916,0.1402492543852423,0.068993665428466
A_0_048,A,0,0,0.9622,0.0114,0.0264
A_0_049,A,0,0,0.7179,0.1508,0.1313
B_2_000,B,2,1,0.2236827101206967,0.4028762103405641,0.3734410795387392
B_2_001,B,2,2,0.09030880069394,0.0800098363779904,0.8296813629280695
B_2_002,B,2,0,0.725840538107724,0.1285609879252851,0.1455984739669908
B_2_003,B,2,1,0.2089,0.4559,0.3352
B_2_004,B,2,1,0.1184956942043241,0.6199494755872366,0.2615548302084393
B_2_005,B,2,2,0.1456697099116089,0.1904362552698251,0.6638940348185659
B_2_006,B,2,2,0.278790309982137,0.12058867500009,0.600621015017773
B_2_007,B,2,2,0.0111,0.1178,0.8711
B_2_008,B,2,2,0.0799748581329675,0.0361131915409803,0.8839119503260521
B_2_009,B,2,1,0.2089,0.4559,0.3352
B_2_010,B,2,2,0.0458,0.0626,0.8916
B_2_011,B,2,2,0.0984898935559822,0.0630576066547338,0.8384524997892839
B_2_012,B,2,2,0.1666276125280565,0.1430062396293361,0.6903661478426073
B_2_013,B,2,1,0.0604526041630546,0.5195456271831581,0.4200017686537872
B_2_014,B,2,2,0.1456697099116089,0.1904362552698251,0.6638940348185659
B_2_015,B,2,2,0.2564,0.0067,0.7369
B_2_016,B,2,2,0.0379,0.0059,0.9562
B_2_017,B,2,1,0.1308295426587861,0.6434726997406062,0.2256977576006076
B_2_018,B,2,2,0.0798635222225876,0.1566163915528848,0.7635200862245275
B_2_019,B,2,2,0.1456697099116089,0.1904362552698251,0.6638940348185659
B_2_020,B,2,1,0.0798,0.6077,0.3124
B_2_021,B,2,2,0.2058190045222863,0.2260550205640149,0.5681259749136987
B_2_022,B,2,2,0.0548515250629411,0.0928676338246853,0.8522808411123735
B_2_023,B,2,0,0.506621933758061,0.3300933015399722,0.1632847647019668
B_2_024,B,2,1,0.0952008926794908,0.4577794513103229,0.4470196560101862
B_2_025,B,2,2,0.0939514856820921,0.1129471587547123,0.7931013555631955
B_2_026,B,2,2,0.2058190045222863,0.2260550205640149,0.5681259749136987
B_2_027,B,2,2,0.2564,0.0067,0.7369
B_2_028,B,2,2,0.1211043733191053,0.1074525259959314,0.7714431006849632
B_2_029,B,2,2,0.1714278226329502,0.2540440594403814,0.5745281179266684
B_2_030,B,2,1,0.1704168385723875,0.5114242739196695,0.318158887507943
B_2_031,B,2,1,0.1827582908603146,0.4538384439337733,0.363403265205912
B_2_032,B,2,1,0.1721,0.5581,0.2698
B_2_033,B,2,2,0.1464242158267145,0.2549031983273831,0.5986725858459023
B_2_034,B,2,1,0.0653451207484987,0.7318045690968544,0.2028503101546468
B_2_035,B,2,0,0.6347320170391832,0.1126537846896101,0.2526141982712066
B_2_036,B,2,2,0.0413303352933366,0.0447128631262353,0.913956801580428
B_2_037,B,2,2,0.225432894803091,0.170362139357035,0.6042049658398739
B_2_038,B,2,2,0.0799748581329675,0.0361131915409803,0.8839119503260521
B_2_039,B,2,1,0.0949183617101403,0.5591963958722809,0.3458852424175788
B_2_040,B,2,0,0.6535,0.1134,0.2331
B_2_041,B,2,0,0.5505,0.3238,0.1257
B_2_042,B,2,2,0.0257984684638399,0.025050377508268,0.949151154027892
B_2_043,B,2,2,0.1143138528076554,0.0770793848579041,0.8086067623344404
B_2_044,B,2,2,0.0984898935559822,0.0630576066547338,0.8384524997892839
B_2_045,B,2,2,0.1992162740110688,0.2466052154747204,0.5541785105142107
B_2_046,B,2,2,0.1456697099116089,0.1904362552698251,0.6638940348185659
B_2_047,B,2,2,0.0935,0.072,0.8345
B_2_048,B,2,1,0.0369439527842708,0.8170493521591812,0.1460066950565479
B_2_049,B,2,2,0.2712925337047827,0.152778962176023,0.5759285041191943
B_2_050,B,2,1,0.1076826721186251,0.6207241792556875,0.2715931486256873
B_2_051,B,2,2,0.2414,0.0364,0.7223
B_2_052,B,2,0,0.4346530013205316,0.386884844351564,0.1784621543279043
B_2_053,B,2,0,0.655311060345493,0.1186126988167146,0.2260762408377923
B_2_054,B,2,2,0.0257984684638399,0.025050377508268,0.949151154027892
B_2_055,B,2,2,0.1714278226329502,0.2540440594403814,0.5745281179266684
B_2_056,B,2,2,0.0984898935559822,0.0630576066547338,0.8384524997892839
B_2_057,B,2,0,0.7427307937945092,0.1559146959546495,0.1013545102508412
B_2_058,B,2,0,0.5209717884773968,0.2503908095001245,0.2286374020224786
B_2_059,B,2,2,0.1111547378197371,0.0636073651791302,0.8252378970011326
B_2_060,B,2,1,0.1887299376830883,0.4079794371142404,0.4032906252026711
B_2_061,B,2,0,0.4346530013205316,0.386884844351564,0.1784621543279043
B_2_062,B,2,1,0.0369439527842708,0.8170493521591812,0.1460066950565479
B_2_063,B,2,1,0.0952008926794908,0.4577794513103229,0.4470196560101862
B_2_064,B,2,1,0.1827582908603146,0.4538384439337733,0.363403265205912
B_2_065,B,2,2,0.1798580238022057,0.0978672475508909,0.7222747286469033
B_2_066,B,2,2,0.1464242158267145,0.2549031983273831,0.5986725858459023
B_2_067,B,2,1,0.1345,0.4933,0.3721
B_2_068,B,2,1,0.1693932483892289,0.4937544963439992,0.3368522552667717
B_2_069,B,2,0,0.5357201395163698,0.2113534509167376,0.2529264095668926
B_2_070,B,2,2,0.002,0.072,0.926
B_1_000,B,1,1,0.1971471744541178,0.5626471473958594,0.2402056781500227
B_1_001,B,1,1,0.1129,0.8839,0.0032
B_1_002,B,1,1,0.3226483570515104,0.525939368249873,0.1514122746986165
B_1_003,B,1,1,0.0967266742255679,0.8374896597351519,0.0657836660392801
B_1_004,B,1,1,0.2625,0.5008,0.2367
B_1_005,B,1,1,0.1503,0.4966,0.3531
B_1_006,B,1,1,0.4584,0.5059,0.0356
B_1_007,B,1,1,0.3226483570515104,0.525939368249873,0.1514122746986165
B_1_008,B,1,1,0.1311779972990953,0.8059719631280832,0.0628500395728215
B_1_009,B,1,1,0.054218725502495,0.860540702549852,0.0852405719476528
B_1_010,B,1,2,0.1387687674644982,0.3083046873013196,0.552926545234182
B_1_011,B,1,1,0.0514141808256435,0.9134037013769534,0.0351821177974031
B_1_012,B,1,1,0.109939973217694,0.6628343408589814,0.2272256859233245
B_1_013,B,1,2,0.1456,0.3001,0.5543
B_1_014,B,1,1,0.17322974516082,0.5475790477432412,0.2791912070959387
B_1_015,B,1,1,0.1613776298563775,0.5956267899530009,0.2429955801906215
B_1_016,B,1,1,0.0618,0.5133,0.4249
B_1_017,B,1,1,0.1947092827630439,0.5495924596817267,0.2556982575552293
B_1_018,B,1,1,0.1095941590551937,0.7629889806445125,0.1274168603002937
B_1_019,B,1,1,0.097611679887983,0.7171655894861597,0.1852227306258572
B_1_020,B,1,1,0.1129,0.8839,0.0032
B_1_021,B,1,1,0.0598,0.9339,0.0064
B_1_022,B,1,1,0.3327,0.646,0.0212
B_1_023,B,1,2,0.1377651030808243,0.2292072009061359,0.6330276960130398
B_1_024,B,1,1,0.054162342424793,0.8431987680908579,0.102638889484349
B_1_025,B,1,1,0.1971471744541178,0.5626471473958594,0.2402056781500227
B_1_026,B,1,1,0.1277472571988706,0.8032524984796323,0.069000244321497
B_1_027,B,1,2,0.1147472199006843,0.2369126163100781,0.6483401637892375
B_1_028,B,1,1,0.0325,0.8057,0.1618
B_1_029,B,1,1,0.075545999224661,0.8129080748137205,0.1115459259616184
B_1_030,B,1,1,0.0504018910777692,0.9147599276932528,0.034838181228978
B_1_031,B,1,1,0.2335697317239866,0.6512654964582831,0.1151647718177302
B_1_032,B,1,1,0.1562508296860246,0.6669508693465651,0.1767983009674102
B_1_033,B,1,1,0.0648697861105766,0.8984821342363496,0.0366480796530737
B_1_034,B,1,2,0.0184,0.0848,0.8968
B_1_035,B,1,2,0.1546318930594567,0.3064212544772673,0.5389468524632759
B_1_036,B,1,1,0.0931300905456307,0.7642833301901462,0.1425865792642231
B_1_037,B,1,1,0.0762,0.724,0.1999
B_1_038,B,1,1,0.0514468080296257,0.9246273135646814,0.0239258784056928
B_1_039,B,1,1,0.0762,0.724,0.1999
B_1_040,B,1,0,0.73526509541164,0.1070596621076821,0.1576752424806778
B_1_041,B,1,1,0.075545999224661,0.8129080748137205,0.1115459259616184
B_1_042,B,1,2,0.0592,0.2141,0.7267
B_1_043,B,1,1,0.0542280740165244,0.8433862750938186,0.1023856508896569
B_1_044,B,1,1,0.0993,0.8194,0.0813
B_1_045,B,1,1,0.1142399467537366,0.7374491330790767,0.1483109201671866
B_1_046,B,1,1,0.1466,0.8385,0.0149
B_1_047,B,1,0,0.73526509541164,0.1070596621076821,0.1576752424806778
B_1_048,B,1,1,0.0371,0.9039,0.059
B_1_049,B,1,1,0.2569861746702034,0.6234724767262546,0.119541348603542
B_1_050,B,1,1,0.111409996697672,0.8343218056285542,0.0542681976737738
B_1_051,B,1,2,0.1135309050665195,0.2814085877468408,0.6050605071866396
B_1_052,B,1,1,0.1100828122502125,0.6408286359262125,0.2490885518235749
B_1_053,B,1,1,0.0626158815840041,0.8291304211980843,0.1082536972179115
B_1_054,B,1,0,0.5835,0.3956,0.0208
B_1_055,B,1,0,0.8628731644292372,0.0484847390429936,0.0886420965277691
B_1_056,B,1,0,0.819125194007713,0.1046257495538038,0.0762490564384832
B_1_057,B,1,1,0.0319,0.7172,0.2509
B_1_058,B,1,1,0.0348581758820468,0.8927655311030349,0.0723762930149182
B_1_059,B,1,1,0.1100828122502125,0.6408286359262125,0.2490885518235749
B_1_060,B,1,1,0.0626,0.9223,0.0151
B_1_061,B,1,1,0.314,0.5984,0.0875
B_1_062,B,1,2,0.0242,0.2084,0.7674
B_1_063,B,1,2,0.096,0.4891,0.4149
B_1_064,B,1,1,0.0316436843834601,0.9229257572728184,0.0454305583437214
B_1_065,B,1,1,0.3226483570515104,0.525939368249873,0.1514122746986165
B_1_066,B,1,1,0.2159622832704492,0.5222774451644268,0.261760271565124
B_1_067,B,1,1,0.1304,0.8396,0.03
B_1_068,B,1,2,0.0379,0.1939,0.7682
B_1_069,B,1,1,0.2307113542405154,0.4935318756784034,0.2757567700810812
B_1_070,B,1,1,0.0542280740165244,0.8433862750938186,0.1023856508896569
B_1_071,B,1,1,0.075545999224661,0.8129080748137205,0.1115459259616184
B_1_072,B,1,1,0.0542280740165244,0.8433862750938186,0.1023856508896569
B_1_073,B,1,2,0.0379,0.1939,0.7682
B_1_074,B,1,2,0.0460033838048926,0.1958911303683401,0.7581054858267672
B_1_075,B,1,1,0.2083606961268095,0.563550573270305,0.2280887306028854
B_1_076,B,1,1,0.0992,0.8905,0.0103
B_1_077,B,1,1,0.1058165745620472,0.7946962530573715,0.0994871723805812
B_1_078,B,1,1,0.1290218044126498,0.634339248882454,0.2366389467048961
B_1_079,B,1,1,0.1067,0.8193,0.074
B_1_080,B,1,1,0.1002,0.5956,0.3042
B_1_081,B,1,1,0.1164500904311711,0.7772138617466557,0.1063360478221731
B_1_082,B,1,2,0.0926673261913278,0.2076069175844261,0.699725756224246
B_1_083,B,1,2,0.0246078052766659,0.1523514351835229,0.823040759539811
B_1_084,B,1,1,0.1010008126313034,0.8549384015231034,0.0440607858455931
B_1_085,B,1,1,0.3327,0.646,0.0212
B_1_086,B,1,2,0.0242,0.2084,0.7674
B_1_087,B,1,2,0.0379,0.1939,0.7682
B_1_088,B,1,1,0.1015008600067651,0.8127466812186346,0.0857524587746002
B_1_089,B,1,1,0.0348581758820468,0.8927655311030349,0.0723762930149182
B_1_090,B,1,2,0.0379,0.1939,0.7682
B_1_091,B,1,1,0.0181,0.8434,0.1385
B_1_092,B,1,2,0.0941459479463651,0.3785919030471552,0.5272621490064797
B_1_093,B,1,2,0.1363099533585789,0.3929637719315211,0.4707262747098998
B_1_094,B,1,1,0.3226483570515104,0.525939368249873,0.1514122746986165
B_0_000,B,0,0,0.8841,0.024,0.0919
B_0_001,B,0,0,0.8051769456424089,0.0606519451456658,0.1341711092119252
B_0_002,B,0,0,0.6808508125561018,0.1640248920371525,0.1551242954067456
B_0_003,B,0,0,0.799,0.1588,0.0422
B_0_004,B,0,0,0.7303,0.2283,0.0414
B_0_005,B,0,0,0.930319844951107,0.0480943935878863,0.0215857614610067
B_0_006,B,0,0,0.9467720493122492,0.0340213227182689,0.0192066279694819
B_0_007,B,0,0,0.7502,0.2262,0.0236
B_0_008,B,0,0,0.7734,0.1778,0.0488
B_0_009,B,0,0,0.6865326172730855,0.1795749524543954,0.1338924302725191
B_0_010,B,0,0,0.9581671030638867,0.0239643542788443,0.0178685426572689
B_0_011,B,0,0,0.7704925673312685,0.0968699650543906,0.1326374676143408
B_0_012,B,0,0,0.8663582255514275,0.0896566390023152,0.0439851354462572
B_0_013,B,0,0,0.7240882603128524,0.1698083864682609,0.1061033532188866
B_0_014,B,0,0,0.8700892789323258,0.0640864080434724,0.0658243130242017
B_0_015,B,0,0,0.8946,0.012,0.0935
B_0_016,B,0,0,0.9573393989846368,0.0232690561226356,0.0193915448927274
B_0_017,B,0,0,0.7322306768530199,0.0820892026612388,0.1856801204857412
B_0_018,B,0,0,0.791840214212283,0.0723150139316111,0.1358447718561058
B_0_019,B,0,0,0.7704925673312685,0.0968699650543906,0.1326374676143408
B_0_020,B,0,0,0.6808508125561018,0.1640248920371525,0.1551242954067456
B_0_021,B,0,0,0.868,0.1239,0.0081
B_0_022,B,0,0,0.7206354598596039,0.1893709571157738,0.0899935830246223
B_0_023,B,0,0,0.9622,0.0114,0.0264
B_0_024,B,0,0,0.9279546372617636,0.0502473019278144,0.021798060810422
B_0_025,B,0,0,0.7918,0.0247,0.1835
B_0_026,B,0,0,0.8850717986564355,0.0361620819992938,0.0787661193442706
B_0_027,B,0,0,0.8542788707956239,0.0909353030126629,0.0547858261917131
B_0_028,B,0,0,0.7387266465921162,0.1806994064170708,0.0805739469908129
B_0_029,B,0,0,0.8312387443252166,0.0966196733782989,0.0721415822964844
B_0_030,B,0,0,0.9303,0.0591,0.0106
B_0_031,B,0,0,0.7706,0.2121,0.0173
B_0_032,B,0,0,0.6958,0.2316,0.0726
B_0_033,B,0,0,0.7877424753871191,0.102056013081241,0.1102015115316398
B_0_034,B,0,0,0.9154,0.0374,0.0471
B_0_035,B,0,0,0.9279546372617636,0.0502473019278144,0.021798060810422
B_0_036,B,0,0,0.6807,0.1424,0.1769
B_0_037,B,0,0,0.8126964403283892,0.0882854380479922,0.0990181216236186
B_0_038,B,0,0,0.7996063536303092,0.0635326114578985,0.1368610349117923
B_0_039,B,0,0,0.8538498100746528,0.05366381823834,0.0924863716870071
B_0_040,B,0,0,0.7991,0.0483,0.1525
B_0_041,B,0,0,0.891030872913791,0.0428137015478538,0.0661554255383551
B_0_042,B,0,0,0.8163,0.1247,0.059
B_0_043,B,0,0,0.8163,0.1247,0.059
B_0_044,B,0,2,0.0175,0.1045,0.8781
B_0_045,B,0,0,0.7209773532239405,0.0944043004051503,0.1846183463709091
B_0_046,B,0,0,0.9257210934483832,0.0288643544627051,0.0454145520889116
B_0_047,B,0,0,0.7996063536303092,0.0635326114578985,0.1368610349117923
B_0_048,B,0,0,0.8459021615913309,0.0940956192304683,0.0600022191782007
B_0_049,B,0,0,0.8197,0.1719,0.0085
C_2_000,C,2,2,0.0418,0.0008,0.9574
C_2_001,C,2,0,0.472,0.1242,0.4038
C_2_002,C,2,1,0.2033,0.4496,0.3471
C_2_003,C,2,2,0.1842,0.2117,0.6042
C_2_004,C,2,2,0.2015,0.1597,0.6388
